provider,supplier_file,sheet,supplier_title,supplier_artist,matched_term,matched_identifier,match_type
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Faxina,Posada E O Clã,FAXINA,T-040.275.773-6,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Camomila,Kell Smith,CAMOMILA,T-322.010.798-8,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Sebastiana,Luiz Gonzaga,SEBASTIANA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Te Prometo,"Dennis Dj,Mc Don Juan",TE PROMETO,T-313.277.717-0,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Sugar,Maroon 5,SUGAR,T-039.948.077-3,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Summertime,Personagem Tieta,SUMMERTIME,T-317.793.940-7,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Summertime,Personagem Tieta,SUMMERTIME,T-317.793.940-7,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Criminal,Britney Spears,CRIMINAL,T-932.737.486-7,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Opening,Bruce Brubaker,OPENING,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Leticia,Ze Vaqueiro,LETICIA,T-039.948.058-0,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Mais Uma Vez,Marisa Monte,MAIS UMA VEZ,T-330.191.320-8,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Tudo,Liniker,TUDO,T-301.718.723-0,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Perfume,Belo,PERFUME,T-305.215.262-8,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Fetiche,Lauana Prado,FETICHE,T-316.009.896-0,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Sou Eu,Ludmilla,SOU EU,T-042.615.532-9,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Fuleragem,Mc Wm,FULERAGEM,T-305.214.250-0,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Maquina Do Tempo,Matue,MAQUINA DO TEMPO,T-040.341.279-2,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Maquina Do Tempo,Matue,MÁQUINA DO TEMPO,T-301.567.051-2,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Sinais,Sorriso Maroto,SINAIS,T-039.662.232-4,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Cabeca Erguida,"Cynthia Luz,Drik Barbosa,Lourena",CABEÇA ERGUIDA,T-317.794.109-8,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Mil Motivos,Rachel Novaes,MIL MOTIVOS,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Mil Motivos,Rachel Novaes,MIL MOTIVOS,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Maria,Roberta Miranda,MARIA,T-307.006.304-2,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Maria,Roberta Miranda,MARIA,T-311.953.638-4,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Alvorada,"Alcione,Cartola",ALVORADA,T-040.011.846-8,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Alvorada,"Alcione,Cartola",ALVORADA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Copacabana,Salome Da Bahia,COPACABANA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Copacabana,Salome Da Bahia,COPACABANA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Copacabana,Salome Da Bahia,COPACABANA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Copacabana,Salome Da Bahia,COPACABANA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Copacabana,Salome Da Bahia,COPACABANA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Copacabana,Salome Da Bahia,COPACABANA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Copacabana,Salome Da Bahia,COPACABANA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Copacabana,Salome Da Bahia,COPACABANA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Copacabana,Salome Da Bahia,COPACABANA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Copacabana,Salome Da Bahia,COPACABANA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Copacabana,Salome Da Bahia,COPACABANA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Copacabana,Salome Da Bahia,COPACABANA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Copacabana,Salome Da Bahia,COPACABANA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Copacabana,Salome Da Bahia,COPACABANA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Copacabana,Salome Da Bahia,COPACABANA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Copacabana,Rex Gildo,COPACABANA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Copacabana,Salome Da Bahia,COPACABANA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Copacabana,Salome Da Bahia,COPACABANA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Copacabana,Salome Da Bahia,COPACABANA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Copacabana,Rex Gildo,COPACABANA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Tira A Camisa,"Elenco,Plateia",TIRA A CAMISA,T-040.165.605-0,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Tempo,Elenco,TEMPO,T-039.406.064-0,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Tempo,Elenco,TEMPO,T-323.976.460-0,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Sebastiana,Anonimo,SEBASTIANA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Sebastiana,Anonimo,SEBASTIANA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Tempo,Lucy Alves,TEMPO,T-039.406.064-0,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Tempo,Lucy Alves,TEMPO,T-323.976.460-0,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Copacabana,Salome Da Bahia,COPACABANA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Copacabana,Salome Da Bahia,COPACABANA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Copacabana,Salome Da Bahia,COPACABANA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Carcara,Anonimo,CARCARA,T-040.347.911-7,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Carcara,Anonimo,CARCARÁ,T-308.468.519-4,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Ave Maria,Claudia Ohana,AVE MARIA,T-040.076.547-0,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Aurora,Não Identificado,AURORA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Tempo,Elenco,TEMPO,T-039.406.064-0,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Tempo,Elenco,TEMPO,T-323.976.460-0,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Primavera,Não Identificado,PRIMAVERA,T-330.191.323-1,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Primavera,Não Identificado,PRIMAVERA,T-040.160.962-8,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Tempo,Lucy Alves,TEMPO,T-039.406.064-0,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Tempo,Lucy Alves,TEMPO,T-323.976.460-0,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Carcara,Anonimo,CARCARA,T-040.347.911-7,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Carcara,Anonimo,CARCARÁ,T-308.468.519-4,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Copacabana,Salome Da Bahia,COPACABANA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Copacabana,Salome Da Bahia,COPACABANA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Copacabana,Salome Da Bahia,COPACABANA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Copacabana,Salome Da Bahia,COPACABANA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Copacabana,Rex Gildo,COPACABANA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Final Feliz,J. Eskine,FINAL FELIZ,T-315.996.147-0,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Carolina,"Pedrinho Do Cavaco,Rafael Portugal",CAROLINA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Logo Eu,Natanzinho Lima,LOGO EU,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Te Amo,Wanderlea,TE AMO,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Fama,Beth Lamas,FAMA,T-324.681.088-4,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Gratidao,L7Nnon,GRATIDÃO,T-305.217.523-8,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,O Vento,Los Hermanos,O VENTO,T-039.311.309-1,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Gatilho,Matheus & Kauan,GATILHO,T-327.661.162-8,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Aquelas Coisas,"João Mendes,Manu Bahtidão",AQUELAS COISAS,T-317.817.145-0,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Copacabana,Salome Da Bahia,COPACABANA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Copacabana,Salome Da Bahia,COPACABANA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Copacabana,Rex Gildo,COPACABANA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Maravilhosa,Ze Vaqueiro,MARAVILHOSA,T-306.797.414-1,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Felicidade,Personagem Foguinho,FELICIDADE,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Felicidade,Rita Lee,FELICIDADE,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Rosa,Não Identificado,ROSA,T-039.167.643-9,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Baile De Favela,Mc Joao,BAILE DE FAVELA,T-303.383.693-6,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Sebastiana,Anonimo,SEBASTIANA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Copacabana,Salome Da Bahia,COPACABANA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Caras E Bocas,Chicas,CARAS E BOCAS,T-042.817.834-0,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Pantanal,Maria Bethania,PANTANAL,T-318.464.891-3,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Sebastiana,Anonimo,SEBASTIANA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Sebastiana,Anonimo,SEBASTIANA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Vida,Padre Fabio De Melo,VIDA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Malandramente,Elenco Vai Que Cola,MALANDRAMENTE,T-308.115.009-2,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Vinganca,Linda Batista,VINGANÇA,T-040.226.902-6,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Vem Na Minha,Kelly Key,VEM NA MINHA,T-042.817.833-9,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Minueto,Não Identificado,MINUETO,T-039.167.536-7,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Máscara,Day,MÁSCARA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Verdade,Karinah,VERDADE,T-302.003.913-4,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Sonho,Não Identificado,SONHO,T-039.218.960-4,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Sonho,Não Identificado,SONHO,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Macetando,"Ivete Sangalo,Ludmilla",MACETANDO,T-318.000.000-0,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,2020,Sbtrkt,2020,T-301.721.117-1,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,2020,Sbtrkt,2020,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Dança Do Pombo,Mc Faisca,DANÇA DO POMBO,T-315.906.851-2,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Sebastiana,Luiz Gonzaga,SEBASTIANA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Coragem,Diogo Nogueira,CORAGEM,T-040.522.266-3,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Coragem,Diogo Nogueira,CORAGEM,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Rio Babilônia,Jorge Ben Jor,RIO BABILÔNIA,T-311.596.075-9,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Bem Te Vi,Tetê Espíndola,BEM TE VI,T-315.798.949-2,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Coragem,Diogo Nogueira,CORAGEM,T-040.522.266-3,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Coragem,Diogo Nogueira,CORAGEM,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Revoada,Quinteto Armorial,REVOADA,T-306.358.236-1,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Bem Te Vi,Tetê Espíndola,BEM TE VI,T-315.798.949-2,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Sebastiana,Luiz Gonzaga,SEBASTIANA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Revoada,Quinteto Armorial,REVOADA,T-306.358.236-1,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Coragem,Diogo Nogueira,CORAGEM,T-040.522.266-3,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Coragem,Diogo Nogueira,CORAGEM,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Tudo,Liniker,TUDO,T-301.718.723-0,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Coragem,Diogo Nogueira,CORAGEM,T-040.522.266-3,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Coragem,Diogo Nogueira,CORAGEM,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Revoada,Quinteto Armorial,REVOADA,T-306.358.236-1,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Coragem,Diogo Nogueira,CORAGEM,T-040.522.266-3,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Coragem,Diogo Nogueira,CORAGEM,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Sebastiana,Luiz Gonzaga,SEBASTIANA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Coragem,Diogo Nogueira,CORAGEM,T-040.522.266-3,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Coragem,Diogo Nogueira,CORAGEM,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Rio Babilônia,Jorge Ben Jor,RIO BABILÔNIA,T-311.596.075-9,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Tudo,Liniker,TUDO,T-301.718.723-0,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Fetiche,Baco Exu Do Blues,FETICHE,T-316.009.896-0,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Fetiche,Baco Exu Do Blues,FETICHE,T-316.009.896-0,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Macetando,"Ivete Sangalo,Ludmilla",MACETANDO,T-318.000.000-0,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Idgaf,"Brendon Urie,Ciara O'connor,Dua Lipa,Maitre Gims,Mnek,Noah A Seelmann,Saweetie,Todd Sherman Clark,Uzoechi Osisioma Emenike",IDGAF,T-304.308.877-9,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,É O Que Me Interessa,Lenine,E O QUE ME INTERESSA,T-042.618.597-8,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Essa É Pra Você,Arthur Espindola,ESSA É PRA VOCE,T-040.048.737-7,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Vermelho,Chico Da Silva,VERMELHO,T-313.315.106-7,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Maria,Roberta Miranda,MARIA,T-307.006.304-2,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Maria,Roberta Miranda,MARIA,T-311.953.638-4,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Essa É Pra Você,Arthur Espindola,ESSA É PRA VOCE,T-040.048.737-7,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Vermelho,Chico Da Silva,VERMELHO,T-313.315.106-7,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Simbolo Da Paz,Ventania,SÍMBOLO DA PAZ,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Paciência,"Alcione,Ferrugem",PACIENCIA,T-039.497.721-9,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Paciência,"Alcione,Ferrugem",PACIÊNCIA,T-040.522.253-8,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Sugar,Maroon 5,SUGAR,T-039.948.077-3,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Idgaf,Dua Lipa,IDGAF,T-304.308.877-9,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Maria,Roberta Miranda,MARIA,T-307.006.304-2,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Maria,Roberta Miranda,MARIA,T-311.953.638-4,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Essa É Pra Você,Arthur Espindola,ESSA É PRA VOCE,T-040.048.737-7,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Vermelho,Chico Da Silva,VERMELHO,T-313.315.106-7,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Maria,Roberta Miranda,MARIA,T-307.006.304-2,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Maria,Roberta Miranda,MARIA,T-311.953.638-4,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Paciência,"Alcione,Ferrugem",PACIENCIA,T-039.497.721-9,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Paciência,"Alcione,Ferrugem",PACIÊNCIA,T-040.522.253-8,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Felicidade,Seu Jorge,FELICIDADE,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Alvorada,Teresa Cristina,ALVORADA,T-040.011.846-8,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Alvorada,Teresa Cristina,ALVORADA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Travessia,Milton Nascimento,TRAVESSIA,T-313.642.509-3,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Felicidade,Seu Jorge,FELICIDADE,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Alvorada,Teresa Cristina,ALVORADA,T-040.011.846-8,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Alvorada,Teresa Cristina,ALVORADA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Vencedor,Calcinha Preta,VENCEDOR,T-313.263.562-8,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Alvorada,Cartola,ALVORADA,T-040.011.846-8,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Alvorada,Cartola,ALVORADA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Pantanal,Personagem Juma,PANTANAL,T-318.464.891-3,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Perfume,Soweto,PERFUME,T-305.215.262-8,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Corda Bamba,"Ivete Sangalo,Iza",CORDA BAMBA,T-335.571.849-5,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Terremoto,"Anitta,Mc Kevinho",TERREMOTO,T-307.297.647-3,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Reforma,"Manim Vaqueiro,Thiago Freitas",REFORMA,T-040.275.778-1,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Beijinho No Ombro,Valesca Popozuda,BEIJINHO NO OMBRO,T-311.569.064-3,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Corda Bamba,"Ivete Sangalo,Iza",CORDA BAMBA,T-335.571.849-5,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Terremoto,"Anitta,Mc Kevinho",TERREMOTO,T-307.297.647-3,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Temporal,Thiaguinho,TEMPORAL,T-307.003.180-6,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Beijinho No Ombro,Valesca Popozuda,BEIJINHO NO OMBRO,T-311.569.064-3,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Downtown,"Anitta,J Balvin",DOWNTOWN,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Socadona,"Ludmilla,Mariah Angeliq,Mr. Vegas,Topo La Maskara",SOCADONA,T-305.217.548-7,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Socadona,"Ludmilla,Mariah Angeliq,Mr. Vegas,Topo La Maskara",SOCADONA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Malvada,Zé Felipe,MALVADA,T-303.019.880-8,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Malvada,Zé Felipe,MALVADA,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Downtown,"Anitta,J Balvin",DOWNTOWN,,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Inquilino,Naiara Azevedo Part. Zé Neto & Cristiano,INQUILINO,T-315.996.161-8,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Macetando,"Ivete Sangalo,Ludmilla",MACETANDO,T-318.000.000-0,title_only
clean unified,Planilha UNA.xlsx,Relatório UBEM - Canal Brasil,Brisa,Iza,BRISA,T-315.799.145-8,title_only
